"AREA","PERIMETER","MAJOR_AXIS","MINOR_AXIS","ECCENTRICITY","EQDIASQ","SOLIDITY","CONVEX_AREA","EXTENT","ASPECT_RATIO","ROUNDNESS","COMPACTNESS","SHAPEFACTOR_1","SHAPEFACTOR_2","SHAPEFACTOR_3","SHAPEFACTOR_4","MeanRR","MeanRG","MeanRB","StdDevRR","StdDevRG","StdDevRB","SkewRR","SkewRG","SkewRB","KurtosisRR","KurtosisRG","KurtosisRB","EntropyRR","EntropyRG","EntropyRB","ALLdaub4RR","ALLdaub4RG","ALLdaub4RB","Class"
105070,1210.703,458.1432,293.0307,0.7687,365.7585,0.9931,105801,0.7731,1.5635,0.9008,0.7983,0.0044,0.0028,0.6374,0.9965,114.7241,104.4016,99.7833,38.1157,32.1393,31.7317,-0.5697,-0.2742,0.1558,2.4049,2.6186,2.3792,-14994750464,-11969929216,-10921406464,57.3666,52.2059,49.8991,"SUKKARI"
149806,1435.4399,526.9439,362.1404,0.7264,436.7367,0.994,150711,0.7497,1.4551,0.9136,0.8288,0.0035,0.0024,0.6869,0.9995,86.4547,84.1901,86.5173,27.4213,22.9275,23.6478,-0.516,0.3263,0.3548,2.7327,3.492,3.157,-11310804992,-10350289920,-11004194816,43.2231,42.0917,43.2564,"SUKKARI"
116078,1265.715,452.304,327.0038,0.6909,384.4413,0.9907,117168,0.7919,1.3832,0.9105,0.85,0.0039,0.0028,0.7224,0.9993,102.6787,91.7938,97.1706,31.6562,26.2398,30.9115,-0.3334,0.1243,-0.05,2.472,2.9314,2.3204,-12749470720,-9801904128,-11373991936,51.3459,45.9033,48.5902,"SUKKARI"
131409,1370.5649,500.5441,334.8896,0.7432,409.0417,0.9845,133481,0.773,1.4947,0.8791,0.8172,0.0038,0.0025,0.6678,0.9981,107.0578,102.51,101.2176,29.741,25.9342,25.9849,-0.3849,-0.2744,-0.2033,2.5417,2.7433,2.5527,-15499586560,-13863550976,-13512093696,53.5234,51.2516,50.6075,"SUKKARI"
136187,1410.527,536.2725,323.7206,0.7972,416.4117,0.9909,137436,0.7169,1.6566,0.8602,0.7765,0.0039,0.0024,0.6029,0.9988,133.9527,136.4339,117.6208,36.1539,29.2834,26.6625,-1.1898,-1.5608,-0.8164,3.9605,5.9608,3.9635,-26162874368,-26388185088,-19162105856,66.9823,68.2199,58.8154,"SUKKARI"
163097,1527.1021,569.0895,366.1877,0.7655,455.699,0.9885,164998,0.7754,1.5541,0.8789,0.8008,0.0035,0.0022,0.6412,0.9965,117.9215,116.5512,110.1317,39.1296,37.7421,29.8772,0.0709,0.1504,0.187,1.9378,1.8446,2.2112,-24762406912,-23992227840,-20408354816,58.9653,58.2801,55.0705,"SUKKARI"
219822,1819.8311,719.0757,392.0395,0.8383,529.0426,0.9887,222332,0.6801,1.8342,0.8341,0.7357,0.0033,0.0018,0.5413,0.9928,116.9087,104.9077,105.8488,30.2778,24.2176,21.834,-0.2516,0.2781,0.4566,2.4601,2.4437,3.0428,-31118913536,-24103757824,-24259950592,58.4552,52.4561,52.9273,"SUKKARI"
164567,1487.1,534.5702,393.8198,0.6762,457.748,0.9923,165851,0.8022,1.3574,0.9351,0.8563,0.0032,0.0024,0.7332,0.9953,91.3863,92.7191,99.0692,28.699,24.5498,25.4002,-0.3171,0.2653,0.1568,2.4141,2.8779,2.5941,-14026025984,-14014118912,-16140537856,45.6957,46.3607,49.5348,"SUKKARI"
137347,1413.416,538.478,328.7764,0.792,418.1813,0.9912,138563,0.8289,1.6378,0.864,0.7766,0.0039,0.0024,0.6031,0.9878,141.5468,141.1918,126.0752,29.0135,16.2099,18.1721,-1.3498,-0.5837,-0.1366,4.3849,3.5771,3.0493,-28723490816,-27570794496,-21692766208,70.7684,70.5944,63.0347,"SUKKARI"
86213,1096.823,384.0147,286.8239,0.6649,331.3152,0.9863,87412,0.7599,1.3389,0.9006,0.8628,0.0045,0.0033,0.7444,0.9966,128.0791,132.0382,128.1861,33.9071,25.8739,30.5054,-0.9187,-0.2473,-0.0953,3.2571,2.6035,2.2506,-14963954688,-15412930560,-14767569920,64.0398,66.0221,64.0946,"SUKKARI"
131633,1361.001,523.6849,320.7245,0.7905,409.3902,0.9946,132350,0.7173,1.6328,0.893,0.7817,0.004,0.0024,0.6111,0.9979,140.412,146.1667,120.724,33.2685,26.5972,30.2893,-1.2537,-0.9379,-0.7316,4.0844,3.3333,2.6515,-27505881088,-29232230400,-19893506048,70.201,73.082,60.3587,"SUKKARI"
162413,1540.894,588.4892,352.1533,0.8012,454.7424,0.9883,164338,0.7888,1.6711,0.8596,0.7727,0.0036,0.0022,0.5971,0.9978,104.3719,106.077,99.5672,32.3361,29.965,32.7584,-0.0593,0.2299,0.3929,2.4099,2.6886,2.5289,-18525579264,-18846535680,-16949679104,52.1823,53.0364,49.7803,"SUKKARI"
152861,1474.135,548.472,356.6191,0.7598,441.1674,0.9832,155467,0.7432,1.538,0.884,0.8044,0.0036,0.0023,0.647,0.9951,140.0859,141.3672,112.449,33.8589,27.2044,30.1274,-1.1076,-0.8177,-0.2643,3.4693,2.9983,2.521,-31869728768,-31696930816,-19971598336,70.0434,70.6863,56.2308,"SUKKARI"
79063,1031.912,368.2993,273.6987,0.6691,317.2793,0.9911,79772,0.7706,1.3456,0.933,0.8615,0.0047,0.0035,0.7421,0.9986,124.2196,120.6049,115.2032,29.5704,22.8102,27.2444,-0.9161,-0.2633,-0.0741,3.3129,2.6799,2.3059,-12626919424,-11538566144,-10692658176,62.1074,60.3029,57.5994,"SUKKARI"
156886,1507.4919,592.6061,338.0879,0.8213,446.9379,0.993,157985,0.8113,1.7528,0.8675,0.7542,0.0038,0.0022,0.5688,0.997,112.6683,110.5582,112.6755,26.9942,22.8193,27.6876,-0.5164,-0.0634,-0.2612,2.6686,2.5359,2.4098,-20228263936,-19058726912,-20309366784,56.3367,55.2845,56.3424,"SUKKARI"
142575,1429.6121,551.2555,331.1201,0.7995,426.0659,0.9896,144067,0.7905,1.6648,0.8766,0.7729,0.0039,0.0023,0.5974,0.9945,122.5967,127.4633,116.8129,36.1958,34.146,30.5776,-0.5307,-0.7168,-0.6998,2.3883,2.3417,2.7115,-22939207680,-24542578688,-20170919936,61.2985,63.7344,58.4079,"SUKKARI"
142214,1424.568,526.2787,345.5464,0.7543,425.5261,0.9906,143567,0.6836,1.523,0.8806,0.8086,0.0037,0.0024,0.6538,0.9957,138.2036,141.054,120.0515,34.2693,27.0881,27.5256,-0.9727,-0.5929,-0.2757,3.1515,2.4925,2.3078,-28889290752,-29343639552,-20975187968,69.1077,70.5254,60.0301,"SUKKARI"
155568,1460.313,532.6481,372.7497,0.7143,445.0565,0.993,156657,0.7966,1.429,0.9167,0.8356,0.0034,0.0024,0.6982,0.9976,129.0173,122.4161,126.602,29.2429,25.8179,28.2153,-0.665,-0.252,-0.4096,3.3682,2.8233,2.7539,-26843707392,-23717097472,-25701896192,64.5115,61.2097,63.3051,"SUKKARI"
163093,1531.929,581.2218,358.1298,0.7876,455.6934,0.9904,164682,0.6698,1.6229,0.8733,0.784,0.0036,0.0022,0.6147,0.9976,98.7675,91.2506,99.879,29.5767,25.4717,28.5671,-0.2066,0.191,0.2628,2.4353,3.7608,2.7967,-16340675584,-13530089472,-16607783936,49.3794,45.6244,49.9393,"SUKKARI"
146923,1447.576,534.4625,351.8184,0.7528,432.5138,0.9827,149508,0.7877,1.5191,0.8811,0.8092,0.0036,0.0024,0.6549,0.9949,106.2999,100.6399,105.415,27.4353,23.6344,27.4004,-0.482,0.2283,0.0242,2.8056,2.8178,2.2416,-16844092416,-14728862720,-16565671936,53.1483,50.3207,52.706,"SUKKARI"
103302,1190.031,440.8981,299.0482,0.7348,362.6682,0.9917,104165,0.7662,1.4743,0.9166,0.8226,0.0043,0.0029,0.6766,0.9976,125.2727,120.7123,110.2522,38.1853,35.425,35.4503,-0.0363,0.2193,0.5226,2.2797,2.3516,2.6996,-17561995264,-16063511552,-13429844992,62.6374,60.3576,55.1273,"SUKKARI"
146017,1420.212,530.3442,350.9143,0.7498,431.1782,0.9947,146796,0.7812,1.5113,0.9097,0.813,0.0036,0.0024,0.661,0.999,86.8348,84.8184,92.2493,25.6164,24.5587,25.5173,-0.2748,0.6788,0.2708,2.5891,3.5236,3.0671,-10963424256,-10383427584,-12390780928,43.4114,42.4066,46.1221,"SUKKARI"
137515,1405.913,499.2482,351.661,0.7098,418.437,0.9814,140115,0.757,1.4197,0.8743,0.8381,0.0036,0.0026,0.7025,0.9973,118.0307,116.4183,116.4908,32.6033,29.0659,32.3829,-0.2312,0.0178,-0.0713,2.5851,2.3997,2.2439,-20101292032,-19183765504,-19555231744,59.0189,58.2141,58.2492,"SUKKARI"
114987,1249.179,455.7418,321.8139,0.7081,382.6304,0.9915,115968,0.7675,1.4162,0.926,0.8396,0.004,0.0028,0.7049,0.9982,107.3572,97.9051,102.4415,27.3645,20.8958,22.1535,-0.9381,-0.2003,0.0992,3.1671,5.2429,3.7437,-13440612352,-10712332288,-11863322624,53.6758,48.9533,51.2198,"SUKKARI"
134094,1444.811,541.8755,358.6036,0.7497,413.1994,0.9223,145397,0.7292,1.5111,0.8072,0.7625,0.004,0.0027,0.5815,0.8786,159.6494,163.3493,137.3333,33.0396,24.1597,26.3978,-1.7242,-1.8344,-0.7703,5.8826,7.479,3.3739,-36557438976,-37481897984,-26087032832,79.8289,81.6792,68.6722,"SUKKARI"
166665,1540.965,583.5817,364.5487,0.7809,460.6566,0.9902,168309,0.7839,1.6008,0.882,0.7894,0.0035,0.0022,0.6231,0.9975,131.7993,133.5096,123.1233,37.6682,35.5831,27.4687,-0.1947,-0.0323,0.2783,2.1123,1.8904,2.4854,-31265529856,-31771285504,-25911873536,65.903,66.7591,61.5661,"SUKKARI"
112034,1249.8781,460.5971,310.5606,0.7385,377.6852,0.9903,113126,0.7699,1.4831,0.9012,0.82,0.0041,0.0028,0.6724,0.9972,112.0662,106.7013,107.017,29.4154,21.8392,23.0192,-0.5463,-0.0164,-0.056,2.626,3.3154,3.2403,-14472572928,-12571635712,-12722688000,56.0249,53.3474,53.504,"SUKKARI"
156087,1497.073,560.2502,356.9697,0.7707,445.7983,0.9894,157758,0.7376,1.5695,0.8752,0.7957,0.0036,0.0023,0.6332,0.9937,140.1319,139.8937,121.3883,31.0559,23.6013,24.1142,-1.1076,-0.6134,-0.5087,3.8029,2.6801,2.5482,-32207605760,-31298217984,-23210608640,70.0655,69.9469,60.6948,"SUKKARI"
102162,1191.2061,429.3986,303.5874,0.7072,360.6615,0.9877,103431,0.73,1.4144,0.9047,0.8399,0.0042,0.003,0.7055,0.9978,115.489,108.6169,108.5555,33.5112,26.8291,31.1429,-0.5815,-0.0611,-0.0131,2.6304,2.5456,2.2119,-14358069248,-12207517696,-12508828672,57.7605,54.3177,54.2919,"SUKKARI"
151963,1477.179,551.4623,352.008,0.7698,439.8696,0.9918,153220,0.6908,1.5666,0.8751,0.7976,0.0036,0.0023,0.6362,0.9967,145.5526,148.0503,127.905,28.1266,18.2415,22.6733,-1.4576,-1.2269,-0.8133,5.1776,5.0023,3.4537,-33599162368,-33943552000,-25104467968,72.7737,74.0258,63.9547,"SUKKARI"
148267,1455.217,564.1047,334.9029,0.8047,434.4875,0.9936,149229,0.7871,1.6844,0.8798,0.7702,0.0038,0.0023,0.5932,0.9993,131.1028,130.5082,116.9128,31.7956,24.0512,24.6278,-0.7973,-0.3313,-0.1311,2.8932,2.1577,2.2139,-26738601984,-25692524544,-20422023168,65.5501,65.2547,58.4582,"SUKKARI"
169030,1550.98,570.1261,377.9843,0.7486,463.9135,0.9896,170811,0.7589,1.5083,0.883,0.8137,0.0034,0.0022,0.6621,0.9987,115.4393,108.9392,114.5476,32.2416,26.7258,24.4651,-0.2126,0.2409,-0.3091,2.5468,2.8966,2.8927,-23575756800,-20315744256,-22285780992,57.7269,54.4736,57.2819,"SUKKARI"
102142,1223.502,441.7251,296.504,0.7412,360.6262,0.9863,103559,0.7847,1.4898,0.8574,0.8164,0.0043,0.0029,0.6665,0.993,137.4242,138.8559,131.8009,31.9179,24.9323,26.7356,-1.0933,-0.8542,-0.5385,3.7325,3.9749,3.0696,-20307597312,-20240594944,-18247018496,68.7153,69.4312,65.9034,"SUKKARI"
167497,1580.825,606.2756,353.0795,0.8129,461.8049,0.9827,170443,0.7464,1.7171,0.8423,0.7617,0.0036,0.0021,0.5802,0.9963,130.2023,127.3372,100.9668,32.4467,26.7424,25.9022,-0.6039,-0.1185,0.2506,2.7519,2.1186,2.4622,-29873858560,-27844012032,-17135848448,65.1033,63.6669,50.484,"SUKKARI"
182795,1646.9449,629.4767,374.9311,0.8033,482.4332,0.9895,184729,0.7597,1.6789,0.8469,0.7664,0.0034,0.0021,0.5874,0.9862,103.142,94.2675,102.5959,25.0149,21.0093,23.1096,-0.5164,-0.0177,-0.0628,2.8838,3.9862,3.3547,-19421341696,-15742282752,-19013509120,51.5781,47.1419,51.3071,"SUKKARI"
165248,1592.061,612.0599,344.4518,0.8266,458.6941,0.9874,167352,0.7768,1.7769,0.8193,0.7494,0.0037,0.0021,0.5616,0.998,128.4576,131.2182,117.0016,37.1724,34.3982,29.7047,-0.4371,-0.2684,0.0967,2.3264,2.203,2.5016,-29354602496,-30230966272,-23370696704,64.2372,65.614,58.5088,"SUKKARI"
131994,1386.02,525.6892,320.6077,0.7925,409.9512,0.9887,133507,0.7832,1.6397,0.8634,0.7798,0.004,0.0024,0.6081,0.9972,137.2201,122.8357,116.8634,29.9653,25.8189,24.3902,-0.9543,-0.4569,-0.2824,3.4248,2.5286,2.7084,-25965365248,-20265728000,-18143352832,68.6124,61.4209,58.4346,"SUKKARI"
145774,1451.353,550.7023,337.9216,0.7896,430.8192,0.9918,146972,0.7785,1.6297,0.8696,0.7823,0.0038,0.0023,0.612,0.9974,145.733,140.5726,121.5095,29.6956,22.7672,27.9595,-1.2607,-0.6872,-0.5669,4.6352,3.1495,2.7713,-32485650432,-29460496384,-22084593664,72.8577,70.2813,60.7504,"SUKKARI"
142744,1442.903,557.3111,326.9862,0.8098,426.3183,0.9893,144288,0.7639,1.7044,0.8616,0.765,0.0039,0.0023,0.5852,0.9973,128.42,124.235,116.8849,30.1771,26.3935,24.3249,-0.5898,-0.2427,-0.2809,2.8129,2.2971,2.6192,-24495747072,-22500065280,-19623020544,64.2114,62.1176,58.441,"SUKKARI"
125081,1317.364,484.117,329.4612,0.7327,399.0715,0.9909,126226,0.7868,1.4694,0.9057,0.8243,0.0039,0.0026,0.6795,0.9985,121.8147,110.7108,106.0745,31.7995,28.3572,29.4264,-0.683,-0.2543,-0.0395,2.8975,2.7532,2.5135,-19401383936,-15673366528,-14459362304,60.9065,55.3582,53.0428,"SUKKARI"
194301,1671.417,615.8516,403.3667,0.7557,497.3849,0.987,196863,0.7669,1.5268,0.874,0.8076,0.0032,0.0021,0.6523,0.9959,106.7222,95.4996,103.2612,30.7012,26.0391,24.9828,-0.4074,0.0162,0.0759,2.668,2.8191,3.1837,-22908229632,-17749594112,-20701300736,53.3621,47.7523,51.6339,"SUKKARI"
155595,1507.019,567.617,349.976,0.7873,445.0952,0.9909,157030,0.7799,1.6219,0.8609,0.7841,0.0036,0.0022,0.6149,0.9973,148.2013,148.9814,127.5139,32.073,24.6897,23.5272,-1.2116,-1.1152,-0.6176,4.0002,4.1126,3.4344,-36210061312,-35781738496,-25616431104,74.0971,74.4895,63.7563,"SUKKARI"
162925,1511.9821,564.2595,368.63,0.7571,455.4586,0.9937,163952,0.7956,1.5307,0.8956,0.8072,0.0035,0.0023,0.6515,0.9973,138.594,138.2541,114.914,32.4448,27.5736,24.5349,-1.3972,-1.2732,-0.6074,4.4776,4.5211,3.4492,-33025585152,-32267192320,-21627172864,69.2971,69.1276,57.4579,"SUKKARI"
100471,1186.373,437.8452,292.6243,0.7439,357.6642,0.9891,101577,0.7662,1.4963,0.897,0.8169,0.0044,0.0029,0.6673,0.9984,132.33,125.221,118.6024,30.1531,21.354,24.4045,-0.6555,-0.1665,0.2505,3.0952,3.1183,2.5561,-18344544256,-15797143552,-14251051008,66.1617,62.6151,59.306,"SUKKARI"
112914,1257.132,471.8904,305.1801,0.7627,379.1656,0.9897,114094,0.7093,1.5463,0.8978,0.8035,0.0042,0.0027,0.6456,0.9983,111.3843,108.5332,103.6353,26.7518,21.2803,23.7532,-0.9972,-0.3868,-0.3515,3.2475,3.3438,3.2577,-14192421888,-13097157632,-12033326080,55.6976,54.2674,51.8205,"SUKKARI"
98903,1172.512,430.8867,292.512,0.7343,354.8622,0.9893,99970,0.7751,1.4731,0.904,0.8236,0.0044,0.003,0.6783,0.9991,113.6538,111.8168,103.9329,34.0955,28.846,27.7873,-0.4491,-0.1454,-0.0011,2.5036,2.1761,2.4585,-13511262208,-12684662784,-10858406912,56.8117,55.9049,51.9636,"SUKKARI"
167858,1528.949,581.9219,368.1325,0.7745,462.3023,0.9924,169138,0.7733,1.5807,0.9023,0.7944,0.0035,0.0022,0.6311,0.9977,140.4962,142.3019,121.3455,29.766,21.4184,22.8903,-1.2133,-0.3808,-0.3912,4.7969,2.7521,2.7824,-34654572544,-34695901184,-24823287808,70.2496,71.1544,60.6769,"SUKKARI"
147204,1447.647,546.0123,343.9355,0.7767,432.9272,0.993,148249,0.7057,1.5875,0.8827,0.7929,0.0037,0.0023,0.6287,0.998,145.164,149.3952,127.0337,29.7252,22.0188,28.1649,-1.3996,-1.3516,-0.9884,4.7848,4.688,3.3308,-32536786944,-33815445504,-24476739584,72.5807,74.6999,63.5188,"SUKKARI"
110930,1244.495,440.5929,321.4334,0.6839,375.8197,0.9881,112271,0.7556,1.3707,0.9001,0.853,0.004,0.0029,0.7276,0.9973,140.6417,144.2048,130.3549,30.3873,22.0274,23.8098,-0.9977,-0.6082,-0.1263,3.5521,3.1271,2.3509,-23008167936,-23627732992,-19159949312,70.3174,72.1042,65.1778,"SUKKARI"
155520,1496.624,567.7551,349.5084,0.7881,444.9879,0.987,157562,0.7162,1.6244,0.8725,0.7838,0.0037,0.0022,0.6143,0.9979,107.7497,101.7451,106.1632,27.5655,22.2895,24.4456,-0.512,-0.0913,-0.1985,2.5916,3.2248,2.815,-18345455616,-15827006464,-17494286336,53.8751,50.8733,53.0826,"SUKKARI"
149646,1468.194,570.3056,335.8156,0.8083,436.5034,0.9912,150969,0.7818,1.6983,0.8724,0.7654,0.0038,0.0022,0.5858,0.9949,141.4013,144.9038,125.9421,35.062,26.8986,28.4307,-1,-0.688,-0.3366,3.3721,2.971,2.4352,-31966009344,-32661825536,-24480458752,70.7018,72.4538,62.9747,"SUKKARI"
154497,1491.624,579.3937,340.1177,0.8096,443.5219,0.9934,155530,0.7546,1.7035,0.8726,0.7655,0.0038,0.0022,0.586,0.9982,138.4197,139.8263,112.4425,34.6755,28.9496,26.7472,-0.7722,-0.4922,-0.3561,3.0111,2.3353,2.4409,-31546406912,-31502854144,-19815661568,69.2089,69.9133,56.2231,"SUKKARI"
162849,1592.699,624.2347,333.1545,0.8457,455.3524,0.9847,165383,0.745,1.8737,0.8067,0.7295,0.0038,0.002,0.5321,0.997,99.3345,99.4131,98.0964,30.6494,29.684,22.893,0.0988,0.1479,0.366,1.9809,2.0745,3.4237,-16642662400,-16554817536,-15414438912,49.6674,49.7081,49.0491,"SUKKARI"
192953,1681.762,665.5488,372.4787,0.8287,495.6565,0.9926,194383,0.7623,1.7868,0.8573,0.7447,0.0034,0.0019,0.5546,0.991,117.6504,115.9168,114.8585,29.8148,24.6431,27.6621,-0.3425,0.5291,0.293,3.1966,3.3343,2.8265,-27600273408,-26116403200,-25997262848,58.8212,57.9572,57.4273,"SUKKARI"
132721,1397.782,522.2059,324.7898,0.7831,411.0786,0.9877,134379,0.7197,1.6078,0.8536,0.7872,0.0039,0.0024,0.6197,0.9963,128.7902,112.6047,109.1306,27.2722,22.2289,21.8368,-1.0212,-0.4644,-0.2971,3.5358,3.3741,3.5904,-22627620864,-16710221824,-15614217216,64.3993,56.3087,54.57,"SUKKARI"
144815,1432.645,530.4765,348.3135,0.7542,429.3998,0.9923,145945,0.7378,1.523,0.8866,0.8095,0.0037,0.0024,0.6552,0.9979,154.0656,153.903,141.1264,30.7624,23.6363,25,-1.2988,-0.7564,-0.5594,4.4744,2.9591,2.7645,-36393275392,-35600490496,-29711974400,77.0256,76.9543,70.5632,"SUKKARI"
142955,1454.557,558.9067,326.4683,0.8117,426.6333,0.9876,144755,0.7504,1.712,0.8491,0.7633,0.0039,0.0023,0.5827,0.9975,140.7593,142.7711,127.7278,34.2505,27.8082,24.6304,-0.8908,-0.5913,-0.0412,3.0693,2.5545,2.8724,-30155466752,-30331496448,-23721494528,70.3759,71.3824,63.8628,"SUKKARI"
125374,1320.2679,492.9375,324.2897,0.7531,399.5387,0.9935,126194,0.7258,1.5201,0.9038,0.8105,0.0039,0.0026,0.657,0.9986,129.5031,125.5865,108.7054,37.1497,34.5642,31.675,-0.5059,-0.0671,-0.0164,2.5959,2.1386,2.1907,-22630578176,-21004429312,-15445172224,64.7484,62.7905,54.3519,"SUKKARI"
160709,1508.494,561.2164,366.1832,0.7578,452.3506,0.9892,162470,0.7876,1.5326,0.8875,0.806,0.0035,0.0023,0.6497,0.9957,148.3164,150.2576,130.4827,31.9677,23.3397,24.4435,-1.1803,-0.742,-0.2616,4.1403,3.0082,2.6433,-37447786496,-37505753088,-27876096000,74.162,75.134,65.2471,"SUKKARI"
204508,1704.656,612.2499,429.9135,0.712,510.282,0.9841,207810,0.775,1.4241,0.8844,0.8335,0.003,0.0021,0.6946,0.9893,86.7197,82.294,95.467,32.0025,28.227,29.6899,0.765,1.1135,0.6239,3.5259,4.2019,3.4149,-16249767936,-14173490176,-19193047040,43.3599,41.1496,47.7369,"SUKKARI"
162728,1511.626,568.4935,365.8966,0.7653,455.1832,0.9932,163847,0.8158,1.5537,0.8949,0.8007,0.0035,0.0022,0.6411,0.9961,145.6967,147.2663,121.0193,35.9217,30.2364,29.3607,-1.2989,-0.8785,-0.5976,4.0863,3.1285,2.8413,-37080555520,-37146513408,-24608387072,72.8502,73.6361,60.5138,"SUKKARI"
102533,1198.348,427.9125,306.0871,0.6988,361.3157,0.9871,103878,0.7234,1.398,0.8972,0.8444,0.0042,0.003,0.713,0.9967,133.1886,128.9128,121.6643,30.1732,19.8848,23.7238,-0.8456,-0.151,0.0731,3.3462,3.0034,2.4758,-18972741632,-17073910784,-15300801536,66.5942,64.4598,60.8364,"SUKKARI"
135777,1436.8719,554.0663,317.0632,0.8201,415.7844,0.9818,138291,0.7463,1.7475,0.8264,0.7504,0.0041,0.0023,0.5631,0.9841,144.4103,147.6186,133.8505,38.2381,29.5822,29.532,-1.1659,-1.1672,-0.7623,3.3571,3.8939,2.7341,-30679252992,-31076628480,-25321754624,72.2044,73.811,66.9246,"SUKKARI"
152960,1476.855,548.2127,358.0435,0.7573,441.3102,0.9893,154608,0.7532,1.5311,0.8813,0.805,0.0036,0.0023,0.648,0.9922,140.3079,145.715,120.8575,36.3946,31.4587,32.1839,-0.7738,-0.571,-0.2494,2.8307,2.4455,2.203,-32349526016,-34305236992,-23407439872,70.1557,72.8618,60.433,"SUKKARI"
159858,1503.392,560.9233,364.1994,0.7605,451.1513,0.9875,161889,0.8037,1.5402,0.8888,0.8043,0.0035,0.0023,0.6469,0.9963,117.0464,115.5217,110.4324,30.8156,26.6509,28.0967,-0.5792,-0.1402,-0.2611,2.9403,2.545,2.3726,-22739851264,-21678555136,-19899525120,58.5187,57.7586,55.2128,"SUKKARI"
186236,1628.151,615.6091,385.9771,0.779,486.9528,0.9896,188192,0.6839,1.5949,0.8828,0.791,0.0033,0.0021,0.6257,0.9979,107.021,100.7121,108.8448,31.1978,25.5311,24.9414,-0.312,0.1155,0.1071,2.4252,2.5213,2.5376,-22155165696,-18908143616,-22129031168,53.5082,50.3549,54.42,"SUKKARI"
158157,1510.033,591.0096,340.9958,0.8168,448.7446,0.9947,158995,0.7892,1.7332,0.8716,0.7593,0.0037,0.0022,0.5765,0.9992,126.866,121.1181,116.2913,33.2748,26.8473,24.9182,-0.5511,-0.3076,-0.587,2.6119,2.8771,3.2298,-26854944768,-23685324800,-21562945536,63.4329,60.5601,58.1464,"SUKKARI"
145733,1461.642,570.0002,326.5131,0.8197,430.7587,0.9898,147231,0.794,1.7457,0.8572,0.7557,0.0039,0.0022,0.5711,0.997,115.449,112.8717,109.3377,30.1541,28.1161,25.0016,-0.0069,0.2952,0.132,2.5233,2.2842,2.5747,-20099866624,-18987509760,-17485762560,57.7199,56.434,54.6661,"SUKKARI"
151209,1482.381,544.0471,356.7963,0.7549,438.777,0.9842,153636,0.7315,1.5248,0.8647,0.8065,0.0036,0.0024,0.6505,0.9918,83.2987,75.0434,86.3073,29.4053,27.3335,28.8205,0.4474,1.0156,0.649,2.8051,4.316,3.6684,-10835238912,-8688261120,-11549764608,41.65,37.5235,43.1511,"SUKKARI"
95906,1125.9041,400.1798,305.4454,0.6461,349.4443,0.994,96484,0.7773,1.3102,0.9507,0.8732,0.0042,0.0032,0.7625,0.999,127.5491,131.3761,115.1617,30.5834,24.2483,22.9927,-0.7858,-0.4209,-0.0717,2.9831,2.7621,2.7936,-16254498816,-16864809984,-12705938432,63.775,65.6909,57.583,"SUKKARI"
170267,1617.582,614.0543,354.0693,0.817,465.6078,0.983,173207,0.7196,1.7343,0.8177,0.7583,0.0036,0.0021,0.5749,0.9971,107.0208,100.1189,110.3781,34.8653,30.7398,30.6285,-0.0775,0.0768,-0.2409,2.001,2.1731,2.649,-20769906688,-17685381120,-21484394496,53.5126,50.0612,55.1913,"SUKKARI"
166212,1553.136,571.5416,373.4686,0.757,460.0301,0.9845,168829,0.6771,1.5304,0.8659,0.8049,0.0034,0.0022,0.6479,0.9914,132.9693,133.5494,125.4424,36.0779,28.8753,25.3151,-0.5856,-0.3748,-0.2424,2.5509,2.5038,2.6465,-31475689472,-30780651520,-26618515456,66.4821,66.7748,62.7214,"SUKKARI"
143168,1438.64,522.2192,350.9828,0.7405,426.951,0.9856,145262,0.7836,1.4879,0.8693,0.8176,0.0036,0.0025,0.6684,0.9945,152.3455,150.0145,125.333,34.03,28.8981,30.6818,-1.2669,-0.9577,-0.3983,4.0834,3.5771,2.3895,-35526877184,-33827332096,-23423404032,76.1693,75.0057,62.6653,"SUKKARI"
199707,1711.678,663.8049,384.2429,0.8154,504.2567,0.9924,201232,0.7172,1.7276,0.8566,0.7596,0.0033,0.0019,0.5771,0.9969,139.1584,142.896,135.0905,35.9152,33.1582,30.818,-0.7091,-0.7655,-0.7426,2.4812,2.6765,2.7931,-41450606592,-43275087872,-38162923520,69.5798,71.4512,67.5481,"SUKKARI"
162404,1544.915,608.9265,340.2279,0.8293,454.7298,0.9935,163459,0.7684,1.7898,0.8551,0.7468,0.0037,0.0021,0.5577,0.9981,122.1667,113.1837,109.5339,40.9354,36.8258,32.5798,-0.6827,-0.6001,-0.5187,2.3852,2.371,2.3435,-26668843008,-22380625920,-20412338176,61.0872,56.5926,54.7705,"SUKKARI"
174168,1574.934,587.6588,378.6228,0.7648,470.9114,0.991,175750,0.7985,1.5521,0.8824,0.8013,0.0034,0.0022,0.6421,0.9967,113.6092,108.4231,114.5306,38.0915,33.9242,34.2779,-0.4445,-0.3806,-0.111,2.2814,2.5423,2.4968,-24390127616,-21642842112,-24203325440,56.8031,54.2096,57.2677,"SUKKARI"
143409,1442.124,532.1603,345.7256,0.7602,427.3102,0.9857,145496,0.7043,1.5393,0.8665,0.803,0.0037,0.0024,0.6448,0.9925,131.6851,131.5246,123.3686,27.3193,21.1407,26.0132,-1.0524,-0.3928,-0.2718,4.2144,3.3318,2.7361,-25619701760,-25022607360,-22239576064,65.8422,65.7617,61.6867,"SUKKARI"
