"Sex","Breed","Weight"
"Male","Domestic Long Hair",10.9732
"Female","Domestic Medium Hair",9.6979
"Female","Domestic Short Hair",7.7086
"Female","Domestic Short Hair",9.0079
"Female","Domestic Medium Hair",8.2099
"Male","Domestic Long Hair",10.797
"Male","Domestic Short Hair",10.8009
"Male","Domestic Long Hair",11.6237
"Female","Domestic Short Hair",7.3938
"Male","Domestic Long Hair",11.8302
"Male","Domestic Medium Hair",9.0427
"Male","Domestic Long Hair",11.9583
"Male","Domestic Medium Hair",9.3974
"Male","Domestic Long Hair",10.7268
"Male","Domestic Short Hair",9.9343
"Female","Domestic Short Hair",7.9057
"Female","Domestic Medium Hair",9.5885
"Female","Domestic Long Hair",9.5096
"Female","Domestic Medium Hair",9.0586
"Female","Domestic Medium Hair",10.343
"Female","Domestic Medium Hair",8.7248
"Female","Domestic Short Hair",8.7449
"Male","Domestic Short Hair",11.1868
"Female","Domestic Long Hair",9.6667
"Male","Domestic Long Hair",12.4083
"Female","Domestic Medium Hair",10.624
"Female","Domestic Medium Hair",10.1516
"Female","Domestic Medium Hair",10.0242
"Female","Domestic Long Hair",10.0746
"Male","Domestic Long Hair",10.9233
"Female","Domestic Short Hair",9.1257
"Female","Domestic Long Hair",10.5581
"Female","Domestic Long Hair",8.6451
"Male","Domestic Short Hair",10.3064
"Female","Domestic Short Hair",8.8028
"Male","Domestic Long Hair",9.3966
"Male","Domestic Medium Hair",9.6385
"Female","Domestic Medium Hair",11.0945
"Male","Domestic Short Hair",9.1928
"Female","Domestic Short Hair",8.4157
"Female","Domestic Short Hair",7.7323
"Male","Domestic Long Hair",11.1632
"Female","Domestic Medium Hair",9.8122
"Female","Domestic Medium Hair",11.0256
"Male","Domestic Medium Hair",10.2747
"Male","Domestic Short Hair",9.2269
"Male","Domestic Short Hair",10.1396
"Male","Domestic Long Hair",11.178
"Male","Domestic Short Hair",9.7369
"Male","Domestic Long Hair",11.1756
"Male","Domestic Long Hair",11.9159
"Female","Domestic Short Hair",8.6881
"Male","Domestic Medium Hair",10.7613
"Male","Domestic Short Hair",9.6353
"Female","Domestic Short Hair",9.219
"Female","Domestic Long Hair",10.9077
"Female","Domestic Medium Hair",11.2105
"Male","Domestic Short Hair",8.2496
"Male","Domestic Short Hair",8.8738
"Female","Domestic Medium Hair",10.0048
"Female","Domestic Short Hair",8.587
"Female","Domestic Medium Hair",8.9707
"Male","Domestic Medium Hair",10.2738
"Male","Domestic Long Hair",10.9108
"Male","Domestic Short Hair",10.1197
"Male","Domestic Medium Hair",10.5328
"Female","Domestic Medium Hair",10.3781
"Male","Domestic Medium Hair",10.9311
"Male","Domestic Short Hair",8.5303
"Female","Domestic Medium Hair",8.0171
"Male","Domestic Short Hair",10.2423
"Male","Domestic Long Hair",9.4587
"Male","Domestic Medium Hair",9.5753
"Female","Domestic Medium Hair",8.567
"Male","Domestic Long Hair",10.4328
"Male","Domestic Short Hair",8.1246
"Female","Domestic Medium Hair",8.2999
"Female","Domestic Long Hair",10.5143
"Female","Domestic Short Hair",6.4128
"Male","Domestic Medium Hair",9.6853
"Female","Domestic Short Hair",8.0319
"Female","Domestic Medium Hair",9.683
"Male","Domestic Long Hair",9.9752
"Female","Domestic Short Hair",7.1023
"Male","Domestic Short Hair",7.8152
"Male","Domestic Short Hair",9.1613
"Female","Domestic Long Hair",10.0293
"Female","Domestic Short Hair",8.0017
"Female","Domestic Medium Hair",11.3209
"Female","Domestic Short Hair",7.9125
"Female","Domestic Long Hair",11.0089
"Female","Domestic Short Hair",10.0282
"Male","Domestic Long Hair",11.0513
"Male","Domestic Medium Hair",10.2642
"Female","Domestic Short Hair",9.8476
"Female","Domestic Long Hair",11.0551
"Male","Domestic Long Hair",10.3963
"Female","Domestic Medium Hair",9.0811
"Female","Domestic Short Hair",8.496
"Female","Domestic Medium Hair",11.0534
"Female","Domestic Long Hair",10.9741
"Male","Domestic Medium Hair",11.6424
"Male","Domestic Long Hair",11.1595
"Female","Domestic Long Hair",8.2477
"Male","Domestic Long Hair",10.6309
"Male","Domestic Long Hair",11.2724
"Male","Domestic Long Hair",13.705
"Female","Domestic Short Hair",8.2524
"Female","Domestic Medium Hair",10.5106
"Female","Domestic Short Hair",7.2489
"Female","Domestic Long Hair",10.5122
"Female","Domestic Medium Hair",10.0218
"Male","Domestic Medium Hair",10.0072
"Female","Domestic Medium Hair",8.5006
"Male","Domestic Long Hair",12.4861
"Female","Domestic Long Hair",9.2434
"Female","Domestic Long Hair",10.7861
"Female","Domestic Long Hair",10.8424
"Female","Domestic Short Hair",10.1001
"Male","Domestic Long Hair",13.2849
"Female","Domestic Medium Hair",8.853
"Female","Domestic Short Hair",8.0829
"Female","Domestic Short Hair",8.7065
"Female","Domestic Long Hair",11.5646
"Female","Domestic Medium Hair",10.5329
"Female","Domestic Medium Hair",9.3521
"Female","Domestic Short Hair",8.3292
"Male","Domestic Long Hair",10.5512
"Female","Domestic Medium Hair",9.6499
"Male","Domestic Short Hair",9.7303
"Female","Domestic Medium Hair",8.4985
"Male","Domestic Medium Hair",11.2136
"Male","Domestic Long Hair",11.8568
"Female","Domestic Short Hair",10.9102
"Female","Domestic Short Hair",7.4027
"Female","Domestic Short Hair",10.7551
"Male","Domestic Medium Hair",9.1467
"Female","Domestic Long Hair",10.0985
"Male","Domestic Short Hair",10.0607
"Male","Domestic Short Hair",7.0406
"Female","Domestic Short Hair",9.1275
"Female","Domestic Short Hair",8.2279
"Female","Domestic Short Hair",9.5845
"Female","Domestic Long Hair",11.7303
"Female","Domestic Medium Hair",8.9778
"Female","Domestic Medium Hair",10.8496
"Female","Domestic Short Hair",8.0588
"Female","Domestic Short Hair",9.1419
"Female","Domestic Short Hair",9.4307
"Male","Domestic Short Hair",10.4129
"Female","Domestic Medium Hair",10.5044
"Female","Domestic Long Hair",7.9021
"Female","Domestic Short Hair",7.777
"Male","Domestic Long Hair",9.1066
"Female","Domestic Short Hair",8.398
"Female","Domestic Short Hair",7.648
"Female","Domestic Medium Hair",9.0965
"Female","Domestic Long Hair",10.0296
"Male","Domestic Short Hair",8.0742
"Male","Domestic Short Hair",9.1275
"Male","Domestic Short Hair",8.7839
"Female","Domestic Long Hair",9.7144
"Male","Domestic Long Hair",11.3097
"Female","Domestic Medium Hair",8.8177
"Female","Domestic Medium Hair",8.9885
"Female","Domestic Medium Hair",8.9703
"Female","Domestic Long Hair",11.1524
"Female","Domestic Medium Hair",8.6629
"Female","Domestic Long Hair",9.1534
"Female","Domestic Short Hair",8.6559
"Female","Domestic Medium Hair",10.8118
"Male","Domestic Long Hair",10.6285
"Male","Domestic Medium Hair",9.2488
"Female","Domestic Short Hair",9.085
"Male","Domestic Long Hair",10.4319
"Male","Domestic Short Hair",10.2898
"Female","Domestic Short Hair",8.2113
"Male","Domestic Medium Hair",9.7029
"Female","Domestic Short Hair",7.8826
"Female","Domestic Long Hair",11.0715
"Male","Domestic Medium Hair",11.1393
"Male","Domestic Short Hair",7.8579
"Male","Domestic Long Hair",11.5895
"Female","Domestic Long Hair",12.1684
"Male","Domestic Long Hair",9.8811
"Female","Domestic Short Hair",8.3312
"Female","Domestic Medium Hair",10.2528
"Female","Domestic Short Hair",8.7104
"Female","Domestic Medium Hair",9.5349
"Female","Domestic Short Hair",9.3529
"Male","Domestic Long Hair",9.2263
"Male","Domestic Long Hair",11.886
"Female","Domestic Medium Hair",8.7217
"Female","Domestic Short Hair",10.0765
"Male","Domestic Long Hair",11.3586
"Female","Domestic Medium Hair",7.858
"Female","Domestic Long Hair",9.1239
"Male","Domestic Long Hair",13.7509
"Male","Domestic Short Hair",7.8028
"Female","Domestic Long Hair",8.5921
"Female","Domestic Short Hair",8.3329
"Male","Domestic Short Hair",8.5733
"Female","Domestic Medium Hair",8.3106
"Female","Domestic Medium Hair",9.3363
"Male","Domestic Medium Hair",10.6729
"Female","Domestic Medium Hair",9.7291
"Male","Domestic Short Hair",9.3635
"Female","Domestic Long Hair",11.192
"Male","Domestic Long Hair",10.8777
"Male","Domestic Long Hair",10.7991
"Male","Domestic Medium Hair",10.6539
"Male","Domestic Medium Hair",10.2372
"Female","Domestic Medium Hair",8.9394
"Female","Domestic Short Hair",7.4584
"Male","Domestic Short Hair",9.2267
"Male","Domestic Short Hair",10.5873
"Female","Domestic Medium Hair",10.0688
"Female","Domestic Short Hair",7.6021
"Female","Domestic Long Hair",8.8557
"Female","Domestic Medium Hair",10.2941
"Female","Domestic Medium Hair",10.2303
"Male","Domestic Medium Hair",11.481
"Male","Domestic Long Hair",11.1226
"Female","Domestic Short Hair",9.0169
"Female","Domestic Medium Hair",8.2357
"Male","Domestic Long Hair",9.8588
"Male","Domestic Short Hair",7.8761
"Female","Domestic Medium Hair",9.8803
"Female","Domestic Medium Hair",10.4393
"Male","Domestic Long Hair",10.9716
"Male","Domestic Short Hair",7.7478
"Female","Domestic Short Hair",7.8294
"Female","Domestic Medium Hair",12.0889
"Male","Domestic Short Hair",9.3749
"Male","Domestic Long Hair",12.4433
"Female","Domestic Short Hair",9.9766
"Female","Domestic Short Hair",7.0323
"Female","Domestic Medium Hair",9.5798
"Female","Domestic Short Hair",8.3432
"Male","Domestic Short Hair",10.1018
"Male","Domestic Long Hair",11.3702
"Male","Domestic Short Hair",10.0711
"Male","Domestic Short Hair",8.4374
"Male","Domestic Short Hair",8.6925
"Female","Domestic Short Hair",9.999
"Male","Domestic Short Hair",10.6582
"Male","Domestic Long Hair",10.7617
"Male","Domestic Medium Hair",8.3811
"Female","Domestic Long Hair",9.7372
"Male","Domestic Long Hair",11.5985
"Female","Domestic Short Hair",9.4735
"Female","Domestic Medium Hair",11.0986
"Male","Domestic Medium Hair",10.5326
"Female","Domestic Short Hair",8.1807
"Female","Domestic Medium Hair",9.5341
"Female","Domestic Long Hair",9.7447
"Female","Domestic Short Hair",9.9512
"Female","Domestic Long Hair",9.8625
"Male","Domestic Short Hair",8.6519
"Female","Domestic Short Hair",10.4835
"Male","Domestic Short Hair",9.2062
"Female","Domestic Long Hair",8.9424
"Male","Domestic Short Hair",7.8302
"Male","Domestic Long Hair",11.0177
"Female","Domestic Medium Hair",10.8328
"Male","Domestic Short Hair",8.2158
"Male","Domestic Long Hair",11.0745
"Male","Domestic Medium Hair",10.4741
"Female","Domestic Medium Hair",9.6173
"Female","Domestic Short Hair",8.0332
"Female","Domestic Short Hair",8.4879
"Male","Domestic Long Hair",10.0664
"Male","Domestic Short Hair",7.3627
"Female","Domestic Medium Hair",8.7394
"Male","Domestic Short Hair",9.9698
"Female","Domestic Medium Hair",10.8031
"Male","Domestic Medium Hair",8.625
"Female","Domestic Short Hair",7.4385
"Male","Domestic Medium Hair",8.3174
"Male","Domestic Medium Hair",8.704
"Female","Domestic Short Hair",9.7107
"Female","Domestic Long Hair",12.027
"Female","Domestic Short Hair",8.8948
"Male","Domestic Medium Hair",9.5449
"Female","Domestic Short Hair",8.5075
"Male","Domestic Short Hair",9.2325
"Female","Domestic Short Hair",7.7813
"Female","Domestic Medium Hair",10.0347
"Female","Domestic Long Hair",10.3244
"Male","Domestic Short Hair",8.2117
"Female","Domestic Short Hair",9.101
"Female","Domestic Medium Hair",10.3424
"Male","Domestic Long Hair",10.2337
"Male","Domestic Long Hair",12.0484
"Male","Domestic Short Hair",7.0721
"Female","Domestic Long Hair",10.2753
"Male","Domestic Short Hair",7.7547
"Male","Domestic Long Hair",12.6678
"Female","Domestic Short Hair",7.4197
"Male","Domestic Long Hair",11.6082
"Male","Domestic Short Hair",9.7816
"Female","Domestic Long Hair",11.1475
"Male","Domestic Long Hair",8.7432
"Female","Domestic Long Hair",11.0918
"Male","Domestic Medium Hair",10.6567
"Male","Domestic Short Hair",10.8581
"Female","Domestic Long Hair",10.5331
"Male","Domestic Short Hair",8.9133
"Male","Domestic Short Hair",7.5395
"Female","Domestic Medium Hair",10.2162
"Female","Domestic Short Hair",8.5997
"Male","Domestic Short Hair",8.3413
"Female","Domestic Medium Hair",10.3277
"Female","Domestic Short Hair",7.4459
"Female","Domestic Short Hair",9.849
"Female","Domestic Long Hair",9.9799
"Male","Domestic Medium Hair",10.9911
"Male","Domestic Short Hair",7.0136
"Male","Domestic Long Hair",11.6817
"Male","Domestic Short Hair",10.107
"Female","Domestic Long Hair",11.3893
"Male","Domestic Short Hair",9.5676
"Male","Domestic Short Hair",7.9045
"Female","Domestic Medium Hair",10.9318
"Male","Domestic Short Hair",8.6855
"Female","Domestic Long Hair",9.7444
"Female","Domestic Long Hair",8.9444
"Male","Domestic Short Hair",9.8907
"Male","Domestic Long Hair",11.0038
"Male","Domestic Short Hair",9.7751
"Male","Domestic Long Hair",11.5864
"Female","Domestic Short Hair",9.7176
"Male","Domestic Short Hair",9.0614
"Male","Domestic Long Hair",12.1311
"Male","Domestic Short Hair",7.9204
"Male","Domestic Short Hair",8.1182
"Female","Domestic Short Hair",7.5612
"Male","Domestic Long Hair",11.3873
"Male","Domestic Medium Hair",11.5608
"Male","Domestic Medium Hair",9.3447
"Female","Domestic Medium Hair",9.6912
"Female","Domestic Medium Hair",10.4228
"Male","Domestic Long Hair",9.526
"Female","Domestic Short Hair",7.3874
"Female","Domestic Medium Hair",9.1273
"Male","Domestic Long Hair",12.2339
"Male","Domestic Long Hair",13.1729
"Male","Domestic Short Hair",7.3232
"Male","Domestic Short Hair",9.6959
"Male","Domestic Medium Hair",9.2062
"Female","Domestic Long Hair",12.0404
"Male","Domestic Short Hair",9.0598
"Female","Domestic Medium Hair",10.1386
"Female","Domestic Long Hair",11.7345
"Female","Domestic Short Hair",7.4056
"Male","Domestic Short Hair",7.0871
"Female","Domestic Short Hair",8.4552
"Female","Domestic Long Hair",11.2007
"Male","Domestic Short Hair",9.8255
"Female","Domestic Medium Hair",8.9049
"Female","Domestic Short Hair",8.2174
"Male","Domestic Long Hair",10.1842
"Female","Domestic Long Hair",9.3793
"Male","Domestic Medium Hair",9.6255
"Female","Domestic Long Hair",9.4359
"Male","Domestic Long Hair",11.0003
"Female","Domestic Medium Hair",8.8652
"Male","Domestic Short Hair",9.2442
"Female","Domestic Short Hair",9.2679
"Male","Domestic Short Hair",8.8314
"Female","Domestic Medium Hair",9.5016
"Male","Domestic Short Hair",8.7648
"Female","Domestic Short Hair",8.0625
"Female","Domestic Short Hair",7.2129
"Male","Domestic Short Hair",11.0281
"Male","Domestic Short Hair",9.4674
"Female","Domestic Medium Hair",9.4952
"Male","Domestic Long Hair",9.5052
"Female","Domestic Long Hair",10.504
"Male","Domestic Long Hair",11.56
"Female","Domestic Short Hair",7.7235
"Female","Domestic Short Hair",8.6993
"Female","Domestic Medium Hair",9.1856
"Male","Domestic Long Hair",12.2484
"Female","Domestic Short Hair",8.8564
"Female","Domestic Medium Hair",10.1454
"Female","Domestic Short Hair",8.6379
"Female","Domestic Short Hair",6.9789
"Female","Domestic Medium Hair",10.0053
"Female","Domestic Medium Hair",10.6542
"Female","Domestic Short Hair",9.0587
"Male","Domestic Medium Hair",11.1659
"Female","Domestic Long Hair",8.3187
"Female","Domestic Medium Hair",10.4148
"Male","Domestic Medium Hair",10.0661
"Male","Domestic Medium Hair",9.7672
"Male","Domestic Long Hair",12.4284
"Male","Domestic Long Hair",10.3301
"Male","Domestic Medium Hair",9.6185
"Male","Domestic Short Hair",10.272
"Male","Domestic Long Hair",11.5582
"Male","Domestic Short Hair",8.7246
"Female","Domestic Short Hair",9.532
"Female","Domestic Medium Hair",9.1998
"Male","Domestic Medium Hair",10.3343
"Male","Domestic Short Hair",9.4159
"Male","Domestic Long Hair",11.1419
"Female","Domestic Long Hair",9.5765
"Female","Domestic Short Hair",7.5622
"Female","Domestic Short Hair",9.0759
"Male","Domestic Long Hair",10.5711
"Male","Domestic Long Hair",12.1988
"Female","Domestic Medium Hair",8.7406
"Male","Domestic Long Hair",11.7137
"Female","Domestic Medium Hair",10.1682
"Female","Domestic Long Hair",10.4078
"Female","Domestic Short Hair",8.574
"Male","Domestic Short Hair",10.1505
"Male","Domestic Short Hair",7.8274
"Female","Domestic Long Hair",10.605
"Female","Domestic Short Hair",7.1532
"Female","Domestic Short Hair",8.9664
"Male","Domestic Medium Hair",10.2973
"Male","Domestic Short Hair",8.8984
"Male","Domestic Long Hair",10.313
"Female","Domestic Medium Hair",10.445
"Male","Domestic Medium Hair",10.2547
"Female","Domestic Short Hair",8.6061
"Female","Domestic Long Hair",10.6842
"Male","Domestic Long Hair",12.3793
"Male","Domestic Long Hair",9.9666
"Female","Domestic Medium Hair",10.5144
"Male","Domestic Medium Hair",8.6536
"Female","Domestic Short Hair",7.7798
"Female","Domestic Long Hair",10.7879
"Male","Domestic Medium Hair",11.4981
"Male","Domestic Long Hair",10.6679
"Male","Domestic Long Hair",13.7302
"Male","Domestic Long Hair",9.6808
"Female","Domestic Short Hair",9.5952
"Female","Domestic Long Hair",8.5767
"Female","Domestic Short Hair",8.4131
"Female","Domestic Short Hair",8.1879
"Female","Domestic Long Hair",10.2814
"Male","Domestic Short Hair",8.4805
"Female","Domestic Short Hair",8.8983
"Male","Domestic Short Hair",9.3837
"Male","Domestic Long Hair",11.0517
"Male","Domestic Long Hair",13.3196
"Female","Domestic Long Hair",9.012
"Female","Domestic Long Hair",9.8666
"Male","Domestic Medium Hair",8.9906
"Female","Domestic Medium Hair",10.4668
"Female","Domestic Long Hair",9.7679
"Male","Domestic Medium Hair",11.3147
"Male","Domestic Short Hair",9.2789
"Female","Domestic Long Hair",9.5626
"Female","Domestic Short Hair",9.2358
"Female","Domestic Medium Hair",8.7465
"Male","Domestic Medium Hair",11.5119
"Male","Domestic Medium Hair",9.6355
"Female","Domestic Medium Hair",10.0786
"Female","Domestic Medium Hair",9.9194
"Male","Domestic Medium Hair",10.0291
"Male","Domestic Medium Hair",9.1565
"Male","Domestic Short Hair",7.1167
"Male","Domestic Long Hair",10.2255
"Male","Domestic Short Hair",8.988
"Female","Domestic Medium Hair",9.0955
"Female","Domestic Short Hair",7.9269
"Female","Domestic Long Hair",11.231
"Male","Domestic Short Hair",8.8356
"Female","Domestic Medium Hair",8.7321
"Female","Domestic Short Hair",8.6495
"Male","Domestic Medium Hair",10.2291
"Female","Domestic Long Hair",11.6164
"Male","Domestic Medium Hair",9.6884
"Male","Domestic Long Hair",10.2148
"Female","Domestic Short Hair",10.0278
"Male","Domestic Medium Hair",9.9272
"Female","Domestic Short Hair",9.6709
"Female","Domestic Short Hair",6.7938
"Male","Domestic Long Hair",10.9631
"Male","Domestic Short Hair",9.8461
"Female","Domestic Long Hair",10.0518
"Female","Domestic Medium Hair",7.9554
"Female","Domestic Long Hair",9.8234
"Male","Domestic Medium Hair",9.5678
"Male","Domestic Short Hair",9.3433
"Male","Domestic Medium Hair",10.9
"Male","Domestic Medium Hair",10.6991
"Female","Domestic Short Hair",9.133
"Female","Domestic Short Hair",9.7876
"Female","Domestic Long Hair",10.9011
"Female","Domestic Short Hair",9.1071
"Male","Domestic Short Hair",10.1876
"Male","Domestic Long Hair",10.7632
"Female","Domestic Short Hair",7.9172
"Male","Domestic Long Hair",11.4191
"Female","Domestic Short Hair",8.7828
"Female","Domestic Medium Hair",8.7738
"Male","Domestic Short Hair",8.1079
"Male","Domestic Medium Hair",9.6662
"Female","Domestic Medium Hair",8.6789
"Female","Domestic Medium Hair",8.3023
"Female","Domestic Short Hair",10.3346
"Female","Domestic Long Hair",9.3542
"Female","Domestic Medium Hair",10.2239
"Male","Domestic Medium Hair",10.318
"Male","Domestic Long Hair",11.0589
"Female","Domestic Medium Hair",9.7481
"Female","Domestic Medium Hair",9.1729
"Male","Domestic Long Hair",10.2703
"Male","Domestic Medium Hair",10.067
"Female","Domestic Medium Hair",10.6642
"Female","Domestic Long Hair",10.704
"Male","Domestic Long Hair",10.609
"Female","Domestic Long Hair",10.4679
"Female","Domestic Short Hair",10.7282
"Male","Domestic Long Hair",13.1814
"Male","Domestic Short Hair",9.7321
"Male","Domestic Long Hair",10.3897
"Female","Domestic Short Hair",8.5667
"Female","Domestic Short Hair",6.37
"Female","Domestic Long Hair",10.1361
"Male","Domestic Long Hair",11.0853
"Female","Domestic Short Hair",10.1263
"Female","Domestic Medium Hair",10.4846
"Female","Domestic Short Hair",9.4445
"Female","Domestic Long Hair",9.6082
"Male","Domestic Short Hair",8.9498
"Female","Domestic Short Hair",7.578
"Female","Domestic Long Hair",9.3361
"Male","Domestic Medium Hair",10.2882
"Female","Domestic Medium Hair",10.8305
"Female","Domestic Long Hair",9.4692
"Male","Domestic Long Hair",11.0084
"Male","Domestic Short Hair",9.2896
"Male","Domestic Medium Hair",8.9861
"Male","Domestic Long Hair",12.2046
"Male","Domestic Short Hair",8.9419
"Male","Domestic Medium Hair",9.0987
"Male","Domestic Long Hair",12.2274
"Female","Domestic Medium Hair",8.7379
"Male","Domestic Short Hair",9.1773
"Female","Domestic Medium Hair",11.2233
"Male","Domestic Long Hair",10.1057
"Male","Domestic Medium Hair",9.7973
"Male","Domestic Medium Hair",11.0512
"Female","Domestic Medium Hair",10.3366
"Male","Domestic Short Hair",8.8376
"Female","Domestic Short Hair",8.3995
"Female","Domestic Long Hair",9.2189
"Female","Domestic Medium Hair",9.1521
"Female","Domestic Short Hair",9.3951
"Female","Domestic Long Hair",9.3369
"Female","Domestic Medium Hair",9.6271
"Male","Domestic Short Hair",9.4095
"Male","Domestic Medium Hair",12.2153
"Male","Domestic Short Hair",8.4084
"Male","Domestic Long Hair",11.5405
"Female","Domestic Short Hair",9.9661
"Male","Domestic Medium Hair",9.6214
"Female","Domestic Short Hair",6.6284
"Male","Domestic Short Hair",7.8102
"Female","Domestic Short Hair",9.015
"Male","Domestic Long Hair",9.3342
"Male","Domestic Short Hair",9.8609
"Female","Domestic Long Hair",9.6255
"Female","Domestic Short Hair",8.2503
"Female","Domestic Short Hair",8.6508
"Male","Domestic Long Hair",9.7876
"Male","Domestic Long Hair",10.0984
"Female","Domestic Short Hair",8.4099
"Male","Domestic Short Hair",9.0249
"Male","Domestic Short Hair",9.2171
"Male","Domestic Short Hair",8.7262
"Female","Domestic Medium Hair",10.0135
"Female","Domestic Short Hair",8.2512
"Male","Domestic Long Hair",10.7119
"Male","Domestic Short Hair",9.1214
"Female","Domestic Short Hair",8.4233
"Male","Domestic Long Hair",11.1101
"Male","Domestic Short Hair",9.6677
"Male","Domestic Long Hair",11.2433
"Female","Domestic Short Hair",7.4003
"Female","Domestic Long Hair",8.6582
"Male","Domestic Short Hair",9.1557
"Male","Domestic Medium Hair",12.3258
"Female","Domestic Short Hair",8.5054
"Female","Domestic Short Hair",10.5814
"Male","Domestic Medium Hair",9.2095
"Female","Domestic Short Hair",9.3913
"Female","Domestic Short Hair",7.826
"Female","Domestic Long Hair",10.1808
"Male","Domestic Long Hair",11.5111
"Female","Domestic Short Hair",7.4294
"Male","Domestic Short Hair",8.5697
"Female","Domestic Medium Hair",10.9251
"Female","Domestic Long Hair",10.2451
"Male","Domestic Short Hair",9.8931
"Male","Domestic Medium Hair",10.2027
"Male","Domestic Medium Hair",10.4475
"Male","Domestic Short Hair",8.6997
"Male","Domestic Medium Hair",9.453
"Female","Domestic Long Hair",9.3582
"Male","Domestic Medium Hair",10.7867
"Male","Domestic Long Hair",11.6134
"Female","Domestic Medium Hair",9.5584
"Female","Domestic Long Hair",10.5233
"Male","Domestic Long Hair",12.9794
"Female","Domestic Short Hair",8.5726
"Female","Domestic Medium Hair",10.2452
"Female","Domestic Short Hair",8.2624
"Female","Domestic Medium Hair",9.3031
"Male","Domestic Long Hair",11.2169
"Female","Domestic Medium Hair",10.7717
"Female","Domestic Medium Hair",9.7802
"Female","Domestic Medium Hair",10.4024
"Female","Domestic Long Hair",8.7177
"Male","Domestic Short Hair",9.7569
"Female","Domestic Medium Hair",10.3004
"Male","Domestic Short Hair",8.4664
"Male","Domestic Long Hair",12.0317
"Female","Domestic Short Hair",7.8702
"Male","Domestic Medium Hair",11.1586
"Male","Domestic Medium Hair",11.64
"Female","Domestic Short Hair",9.8955
"Female","Domestic Medium Hair",9.6865
"Female","Domestic Medium Hair",8.9594
"Female","Domestic Short Hair",8.0644
"Female","Domestic Long Hair",9.0753
"Male","Domestic Short Hair",8.939
"Female","Domestic Medium Hair",8.6537
"Male","Domestic Long Hair",11.1056
"Male","Domestic Medium Hair",8.9667
"Female","Domestic Long Hair",7.6678
"Male","Domestic Short Hair",9.0732
"Female","Domestic Short Hair",8.5424
"Female","Domestic Short Hair",7.1341
"Male","Domestic Long Hair",10.6393
"Female","Domestic Long Hair",10.3567
"Female","Domestic Long Hair",8.6201
"Female","Domestic Medium Hair",10.5284
"Female","Domestic Short Hair",8.2558
"Male","Domestic Long Hair",8.7105
"Male","Domestic Short Hair",10.8268
"Female","Domestic Long Hair",9.3501
"Female","Domestic Medium Hair",10.0061
"Male","Domestic Medium Hair",9.8317
"Female","Domestic Short Hair",8.333
"Female","Domestic Long Hair",7.8274
"Female","Domestic Medium Hair",11.4821
"Female","Domestic Short Hair",9.9365
"Male","Domestic Long Hair",11.5303
"Female","Domestic Long Hair",10.7692
"Male","Domestic Long Hair",13.0706
"Male","Domestic Short Hair",8.9015
"Male","Domestic Short Hair",8.3632
"Male","Domestic Medium Hair",11.4625
"Female","Domestic Short Hair",8.748
"Female","Domestic Long Hair",10.2466
"Male","Domestic Short Hair",8.4495
"Female","Domestic Medium Hair",9.7683
"Male","Domestic Medium Hair",10.7733
"Male","Domestic Short Hair",9.7773
"Male","Domestic Short Hair",9.3428
"Male","Domestic Long Hair",10.2958
"Female","Domestic Short Hair",7.102
"Male","Domestic Short Hair",8.5216
"Female","Domestic Short Hair",9.0997
"Female","Domestic Short Hair",9.501
"Male","Domestic Medium Hair",10.1366
"Female","Domestic Long Hair",10.2559
"Male","Domestic Short Hair",8.8202
"Female","Domestic Medium Hair",11.2097
"Male","Domestic Short Hair",8.4168
"Male","Domestic Medium Hair",9.8575
"Female","Domestic Long Hair",11.7283
"Male","Domestic Long Hair",11.2334
"Male","Domestic Medium Hair",10.1408
"Female","Domestic Medium Hair",10.0497
"Male","Domestic Short Hair",9.8261
"Male","Domestic Medium Hair",10.7781
"Female","Domestic Long Hair",8.5903
"Female","Domestic Medium Hair",9.9201
"Male","Domestic Short Hair",9.1123
"Male","Domestic Short Hair",8.0177
"Male","Domestic Long Hair",11.2401
"Female","Domestic Short Hair",11.1454
"Male","Domestic Short Hair",9.1868
"Female","Domestic Short Hair",7.3065
"Male","Domestic Short Hair",10.0176
"Male","Domestic Long Hair",10.5444
"Male","Domestic Long Hair",10.8397
"Male","Domestic Medium Hair",9.8176
"Male","Domestic Short Hair",8.7996
"Female","Domestic Medium Hair",10.2781
"Female","Domestic Short Hair",9.3365
"Male","Domestic Short Hair",9.6361
"Female","Domestic Medium Hair",10.6357
"Male","Domestic Medium Hair",10.6337
"Male","Domestic Short Hair",8.6398
"Female","Domestic Medium Hair",9.5869
"Female","Domestic Long Hair",10.7718
"Female","Domestic Long Hair",9.2669
"Female","Domestic Short Hair",7.3778
"Male","Domestic Long Hair",10.5603
"Male","Domestic Medium Hair",11.3918
"Female","Domestic Medium Hair",8.8172
"Male","Domestic Short Hair",8.8171
"Female","Domestic Medium Hair",10.6612
"Female","Domestic Short Hair",9.3226
"Male","Domestic Short Hair",8.0978
"Female","Domestic Short Hair",9.309
"Male","Domestic Short Hair",9.4595
"Male","Domestic Long Hair",11.4807
"Male","Domestic Medium Hair",10.5971
"Male","Domestic Short Hair",9.9434
"Male","Domestic Short Hair",9.5642
"Male","Domestic Short Hair",11.4612
"Male","Domestic Long Hair",11.3038
"Male","Domestic Medium Hair",12.0506
"Female","Domestic Medium Hair",10.4308
"Female","Domestic Medium Hair",8.1901
"Male","Domestic Long Hair",10.627
"Female","Domestic Long Hair",10.4815
